mid,publish_time,user_name,user_link,content,source,location_url,location_name,image_urls,weibo_link,forward_num,comment_num,like_num
4749926968590405,2022-03-22 21:05,VOX武汉,https://weibo.com/1668967910?refer_flag=1001030103_,#演出预告#【3月30日】SONICE厂牌呈现 | 南青乐队 |「和整个世界同居」2022巡演 武汉站过去的一年，洪水挟着绝望席卷过城市，难捱的疫情消磨掉演出，磕磕绊绊的我们赶在平安夜发布了第一张录音室专辑《无街之城》，并在我们的家乡郑州举办了首次专场演出「I Wish You Do」。春日可爱，我们也整装待发，即将踏上巡演的全新旅程。关于演出主题，是因为我们乐队是很多朋友的沙发客又或者地板客，总会醉酒后出现在各种各样的地方，电梯、花坛或者后备箱等等。所以我们感觉像是和整个世界同居。视频是我们和身边朋友2021年的醉酒实录，就好像每一天都一样，又好像每一天不一样。对于我们来说无论在哪个城市，城市的街道就像是我们的床，可能你们会在城市的车水马龙里发现我们，也可能是演出结束后LIVEHOUSE的沙发上，一切都是未知，谁知道呢。选择在情人节公布演出，只因为你不一定要和他她它同居，也可以负气流浪，和整个世界同居。新的旅程，我们现场见！嘉宾：萤乐队武汉新一代中最具代表性的，最优秀的硬地布鲁斯（Indie hard blues）乐队。其风格融合了布鲁斯摇滚，硬摇滚，前卫摇滚，石人金属等。萤有着江城新生代乐队中最张扬的台风，最成熟的舞台编排，最能够活跃气氛的舞台表现力，是一支飞速成熟的乐队，是千湖之城正冉冉升起的一颗新星，是朋克之都的传统摇滚再复兴。票价：预售80/全价100/双人150购票：O网页链接 收起全文d,微博 weibo.com,,,https://wx3.sinaimg.cn/orj360/637a6de6gy1h0hk154nugj20j60sq76u.jpg https://wx3.sinaimg.cn/orj360/637a6de6gy1h0hk152y53j20j60ctgmx.jpg https://wx4.sinaimg.cn/orj360/637a6de6gy1h0hk154f97j20j60asjsx.jpg https://wx2.sinaimg.cn/orj360/637a6de6gy1h0hk152il2j20j60ct0ts.jpg https://wx1.sinaimg.cn/orj360/637a6de6gy1h0hk1ahz1qj20u016f44a.jpg https://wx1.sinaimg.cn/thumb150/637a6de6gy1h0hk19npa3j20j60aswfl.jpg https://wx3.sinaimg.cn/orj360/637a6de6gy1h0hk19ndt4j20j60ctdgt.jpg https://wx2.sinaimg.cn/orj360/637a6de6gy1h0hk19qc0wj20j60ctwh7.jpg https://wx1.sinaimg.cn/orj360/637a6de6gy1h0hk1a3ml2j21hc0tzjvb.jpg,https://weibo.com/1668967910/LkWPmA2KV?refer_flag=1001030103_,0,0,0
4749910866136606,2022-03-22 20:01,江西风景独好,https://weibo.com/2001717811?refer_flag=1001030103_,#武汉热干面为江西爆灯加油#武汉为江西爆灯加油助威、黄鹤楼、长江大桥亮灯、致敬奋斗在抗击疫情的逆行英雄们、共克时艰、守望相助、我们携手同行、此刻感到无比的感动，共同助力疫情防控。#V旅行嘉游赣#  L小斌斌学长的微博视频 ​,Android,,,,https://weibo.com/2001717811/LkWpopKpw?refer_flag=1001030103_,3,0,0
4749895641334761,2022-03-22 19:00,晋中发布,https://weibo.com/3312881404?refer_flag=1001030103_,新冠肺炎涉疫地区信息提示（2022年3月22日）现将3月22日17时前，31个省（自治区、直辖市）和新疆生产建设兵团14天内有新冠肺炎病例报告市、县（市、区）公布并提示如下：    非必要不前往以下地区。14天内有以下地区旅居史的人员非必要不来我市，确需或已经抵达我市人员，须第一时间向所在社区或单位及入住酒店报告，配合落实核酸检测等防疫措施。迟报、瞒报、谎报或不配合防疫工作的，将依法追究责任。辽宁省：沈阳市（沈河区、大东区）、丹东市东港市、阜新市海州区、营口市（鲅鱼圈区、盖州市）、铁岭市昌图县、盘锦市大洼区、大连市金普新区、辽阳市辽阳县黑龙江省：哈尔滨市（道外区、香坊区、道里区、五常市、宾县、松北区、南岗区、尚志市）、牡丹江市绥芬河市江苏省：苏州市（姑苏区、苏州工业园区、张家港市、吴中区、吴江区、太仓市、昆山市、相城区）、南通市启东市、连云港市海州区、扬州市经开区、南京市江宁区、常州市（钟楼区、新北区、武进区、天宁区、经开区）、宿迁市宿豫区、泰州市泰兴市、镇江市句容市、无锡市（新吴区、江阴市）、盐城市盐南亭湖区广东省：深圳市（罗湖区、福田区、龙岗区、南山区、宝安区、盐田区、龙华区）、东莞市（大朗镇、虎门镇、常平镇、东坑镇、松山湖科技产业园区、南城街道、石排镇）、惠州市大亚湾区、广州市（白云区、越秀区、花都区、天河区、黄埔区）、珠海市（香洲区、高新区）、中山市（坦洲镇、沙溪镇、大涌镇）、阳江市江城区、揭阳市惠来县、汕尾市海丰县、韶关市武江区内蒙古自治区：呼和浩特市（赛罕区、土左旗、新城区、武川县、回民区、和林格尔县）、包头市青山区、鄂尔多斯市东胜区、呼伦贝尔市满洲里市、阿拉善盟（阿拉善左旗、高新区）、通辽市科左后旗北京市：朝阳区、海淀区、大兴区、门头沟区、顺义区、东城区、西城区、丰台区云南省：德宏州（瑞丽市、陇川县）、红河州（河口县、金平县）、临沧市（镇康县、耿马县）、昆明市（呈贡区、盘龙区）海南省：琼中黎族苗族自治县、三亚市崖州区四川省：宜宾市珙县、成都市湖北省：武汉市（硚口区）、咸宁市嘉鱼县、十堰市茅箭区山东省：青岛市（黄岛区、莱西市、市南区、胶州市、市北区、即墨区、李沧区、城阳区、崂山区、平度市）、烟台市（芝罘区、莱阳市、烟台经济技术开发区、蓬莱区）、威海市（文登区、荣成市、环翠区、火炬高技术产业开发区、经济技术开发区）、日照市莒县、淄博市（周村区、张店区、淄川区、桓台区、文昌湖）、德州市（禹城市、平原县、武城县）、潍坊市（潍城区、高新区、寿光市、奎文区）、滨州市（滨城区、阳信县、惠民县、邹平市、沾化区）、临沂市蒙阴县、聊城市（高唐县、经济技术开发区）、济南市莱芜区河北省：石家庄市（高新技术产业开发区、桥西区）、邯郸市（成安县、邯山区、丛台区）、邢台市清河县、保定市（清苑区、涿州市）、沧州市(青县、运河区、河间市、沧县、肃宁县、新华区)、廊坊市安次区、唐山市（高新区、路北区、古冶区、开平区）上海市：闵行区、浦东新区、嘉定区、普陀区、宝山区、松江区、青浦区、徐汇区、奉贤区、黄浦区、静安区、长宁区、虹口区、杨浦区、金山区天津市：东丽区、滨海新区、北辰区、西青区、津南区、武清区、南开区、红桥区、河西区、宝坻区、宁河区、河北区、静海区湖南省：湘潭市高新区、长沙市（岳麓区、芙蓉区）、岳阳市湘阴县、怀化市鹤城区、邵阳市新宁县、永州市冷水滩区吉林省：延边州（珲春市、延吉市、汪清县、敦化市、安图县）、吉林市（昌邑区、船营区、丰满区、蛟河市、桦甸市、龙潭区）、长春市（九台区、长春新区、绿园区、朝阳区、经开区、净月区、德惠市、公主岭市）、四平市伊通县、通化市梅河口市、松原市（长岭县、经开区、乾安县、扶余市、宁江区）、白山市靖宇县、白城市洮北区、辽源市东辽县浙江省：杭州市（滨江区、上城区、余杭区、临平区、萧山区）、嘉兴市（海宁市、平湖市、南湖区）、温州市（鹿城区、龙湾区）、衢州市（开化县、衢江区、柯城区）、湖州市（吴兴区、德清县、南浔区）、金华市金东区、宁波市前湾新区、绍兴市柯桥区、舟山市嵊泗县、丽水市莲都区陕西省：西安市（雁塔区、新城区、曲江新区、碑林区、莲湖区、灞桥区、西咸新区、未央区、高新区）、宝鸡市（渭滨区、金台区）、汉中市（汉台区、略阳县）、杨凌农业高新技术产业示范区、铜川市铜川新区、咸阳市秦都区广西壮族自治区：百色市那坡县、防城港市（防城区、东兴市）、崇左市(凭祥市、龙州县)、钦州市钦南区、柳州市柳江区、南宁市江南区、北海市合浦县、桂林市象山区河南省：濮阳市（华龙区、清丰县）、商丘市永城市、洛阳市孟津区、焦作市修武县、信阳市浉河区、郑州市郑东新区、开封市杞县甘肃省：兰州市（兰州新区、七里河区、城关区、红古区、安宁区、榆中县）、酒泉市金塔县、白银市（白银区、景泰县）、临夏回族自治州康乐县、天水市秦州区重庆市：渝北区、沙坪坝区、高新区、巴南区、永川区、江津区安徽省：安庆市（迎江区、宜秀区）、宿州市（泗县、埇桥区）、滁州市南谯区、亳州市（蒙城县、利辛县）、马鞍山市（当涂县、花山区、含山县、雨山区）、铜陵市（铜官区、义安区）、合肥市长丰县青海省：西宁市城北区福建省：漳州市（漳州台商投资区、龙文区）、厦门市（海沧区、思明区、同安区、集美区）、泉州市（丰泽区、晋江市、南安市、石狮市、德化县、泉州开发区、洛江区、惠安县、鲤城区、安溪县、台商区）、宁德市蕉城区、三明市永安市、龙岩市新罗区、福州市仓山区、莆田市（城厢区、仙游县）贵州省：遵义市务川县江西省：南昌市（高新区、新建区、经开区）、赣州市（石城县、章贡区）、上饶市（经开区、广信区）、宜春市奉新县、抚州市高新区晋中市新冠肺炎疫情防控工作领导小组办公室2022年3月22日 收起全文d,新版微博 weibo.com,,,,https://weibo.com/3312881404/LkW0Q5Bep?refer_flag=1001030103_,0,0,0
4749892202007289,2022-03-22 18:46,江西旅游,https://weibo.com/2724694814?refer_flag=1001030103_,#武汉热干面为江西爆灯加油#武汉为江西爆灯加油助威、黄鹤楼、长江大桥亮灯、致敬奋斗在抗击疫情的逆行英雄们、共克时艰、守望相助、我们携手同行、此刻感到无比的感动，共同助力疫情防控。#看江西江山如画#   L小斌斌学长的微博视频 ​,Android,,,,https://weibo.com/2724694814/LkVVi8qbD?refer_flag=1001030103_,1,0,0
4749891795162215,2022-03-22 18:45,头条校园,https://weibo.com/2306405891?refer_flag=1001030103_,校园#武汉热干面为江西爆灯加油#近期，武汉黄鹤楼、长江大桥亮灯为江西爆灯加油助威，致敬奋斗在抗击疫情的逆行英雄们！L小斌斌学长的微博视频 ​,校园超话,,,,https://weibo.com/2306405891/LkVUDlEVx?refer_flag=1001030103_,0,0,0
4749886408884827,2022-03-22 18:23,豫章师范学院微博汇,https://weibo.com/2313725602?refer_flag=1001030103_,#小豫微分享#       【#武汉热干面为江西爆灯加油#】武汉为江西爆灯加油助威，黄鹤楼、长江大桥亮灯，致敬奋斗在抗击疫情的逆行英雄们。让我们携手同行，共同助力疫情防控 L豫章师范学院微博汇的微博视频 ​,豫章师范学院超话,,,,https://weibo.com/2313725602/LkVLWBhlF?refer_flag=1001030103_,0,0,0
4749871367587827,2022-03-22 17:24,走吧网,https://weibo.com/2354607502?refer_flag=1001030103_,#新闻看点# “被疫情偷走的三年”时间退回2020年的春天彼时的中国举国上下都在为武汉的樱花哀伤... O粉了！粉了！又粉了！ ​,新浪新闻客户端,,,,https://weibo.com/2354607502/LkVnGvPWj?refer_flag=1001030103_,0,0,0
4749840951024107,2022-03-22 15:23,武汉职业技术学院,https://weibo.com/3337334140?refer_flag=1001030103_,武汉职业技术学院/#小凌有话说#  虽然现在疫情零星发散，不少地区封控隔离，但是小凌希望大家也不要太过担心，要永远#珍惜当下# 保持乐观心态哦！大家有什么快乐小妙招啊，在评论区告诉小凌吧!（via.刘皖慧） ​,武汉职业技术学院超话,,,https://wx3.sinaimg.cn/orj360/c6ebad7cly1h0iieqw2rcj20sg11xwms.jpg,https://weibo.com/3337334140/LkUAD4ipR?refer_flag=1001030103_,0,0,0
4749829052045712,2022-03-22 14:35,華氏傳媒HSEE_MEDIA,https://weibo.com/2404693221?refer_flag=1001030103_,疫情之下——企业如何纾困解难如果换到2020年初的春天看待新冠疫情的话，估计我们谁也都不会想到时隔两年后的今天我们还在被这场突如其来的疫情所影响，没有变得更好，反而形势更加的严峻，而对的问题更复杂，更沉重。20年除夕之前武汉因为疫情按下了暂停键，当时全国一片哗然，各种支援、加油、鼓劲！众志诚成之下很快疫情得到了彻底的控制。然而当我们以为已经战胜了这场灾难的时候，偶尔时常会各地出现零星病例，我们开始了常态化的疫情防控状态下的生活与工作，打疫苗、做核酸、查行程、测体温....... 成了我们日常生活和工作常态。随着国外疫情不断的变异和感染病例不断攀升，21年底我们南边的港口之城香港疫情开始爆发，随之而来的隔壁邻居广东深圳也未免受染。跨入2022，原本除夕之夜，深圳开始拉响了警钟，外防输入的压力加大，口岸城市深圳可谓是防不胜防，随着香港感染的病例数不断攀升，深圳乃至周边的城市也因为各种边境偷渡客和货物运输司机而变得危机四伏。直至3月12日，疫情连续激增，深圳，决定按下了暂停键！面对如此复杂困惑的情形，做为我们中小企业如何求得生存，求得发展，如何纾困解难，变得尤为的沉重。一方面地方在积极出台利好帮扶，但是，更重要的企业本身要提升自己的生命力，以变应变。一、做为中小企业自身要做出更加积极的应对和改变，打破恐慌和焦虑，学会与疫情下的不确定性共处，要有在各种不确定性的状态下保持及时有效的应变能力，要有对各种不确定性认知和判断的能力，只有这样，我们才能真正与这个动荡而又不确定性的世界融合相处。二、企业要调整节源开流，保障现金流灵活充沛有序，这是企业生存的根本。梳理企业成本费用，顺应自身实力，杜绝过度贷款硬撑或者盲目填空。把握当下可执行可落地的业务和项目，亲自跟进把控，强化提升效能，减少无必要的时间浪费和投入内耗。三、积极推行远程办公，强化弹性工作，适用灵活用工。用制度落实远程办公效率，用信息技术和应用营造工作氛围，实现高效的工作产出；合理分解工作任务，增强弹性工作的沟通和共享；在适当岗位采用灵活用工，灵活就业地模式；利用技术手段建立特殊时期非面对或者非现场工作场景，提高办公协同性和目标一致性。四、做好自我管理和激励政策。一切自然灾害都天然对工作效率产生负面影响，这个时候自我情绪和能力的管理变得尤为重要，要有自己调整和适应的能力，保持人身和心理健康；这个时候企业绩效激励既要关注结果，更要关注过程，既要关怀员工的获得感，更要关注企业的成本控制，强化整体的企业使命和责任意识，让大家明白工作的价值和意义。五、结合远程线上办公的氛围，可以采用适当的手段和方式方法，让远程办公变得更轻松，更有趣，更投入，更有感觉，让所有远程办公的人变得更有激情和热情。最后，希望所有企业、个人，团体都能在这个复杂而困惑的时期里，更好的生存、发展、进步。彼此成就，成就彼此！期待更好的明天！期待更好的我们！ 收起全文d,新版微博 weibo.com,,,https://wx4.sinaimg.cn/orj360/8f54b4e5gy1h0infy5umrj20jg0d1gnu.jpg,https://weibo.com/2404693221/LkUhr8Abm?refer_flag=1001030103_,0,0,0
4749812971078775,2022-03-22 13:32,新浪宁波旅游,https://weibo.com/1915587640?refer_flag=1001030103_,行摄宁波 #带着微博去宁波# 疫情之下不能远行，别说去日本，即便是武汉或扬州都是一种奢望，还好我们市区里不仅有东大设计规划的樱花公园可以看樱花，还有七塔寺里静静盛放的江户樱花。金柱青瓦樱雪花，微风飘白春到来。（by@kurt512 ） ​,微博 weibo.com,,,https://wx3.sinaimg.cn/orj360/722d8c38ly1h0h9shprhzj20j60csabl.jpg https://wx3.sinaimg.cn/orj360/722d8c38ly1h0h9shrliaj20j60sr41x.jpg https://wx1.sinaimg.cn/orj360/722d8c38ly1h0h9shrlxyj20j60sraea.jpg https://wx4.sinaimg.cn/orj360/722d8c38ly1h0h9shr6v8j20j60srdkd.jpg https://wx2.sinaimg.cn/orj360/722d8c38ly1h0h9shp8npj20j60csq4r.jpg https://wx2.sinaimg.cn/orj360/722d8c38ly1h0h9shtvwtj20j60srn1b.jpg https://wx2.sinaimg.cn/orj360/722d8c38ly1h0h9shyh0fj20j60srdkr.jpg https://wx3.sinaimg.cn/orj360/722d8c38ly1h0h9shzbs3j20j60srwj0.jpg https://wx2.sinaimg.cn/orj360/722d8c38ly1h0h9trpv1zj20j60csabl.jpg,https://weibo.com/1915587640/LkTRv4wDB?refer_flag=1001030103_,1,0,0
4749805793840543,2022-03-22 13:03,南昌校园,https://weibo.com/1948656940?refer_flag=1001030103_,#武汉热干面为江西爆灯加油##赣人赣事儿# 武汉为江西爆灯加油助威、黄鹤楼、长江大桥亮灯、致敬奋斗在抗击疫情的逆行英雄们、共克时艰、守望相助、我们携手同行、此刻让我无比的感动，共同助力疫情防控Via L小斌斌学长的微博视频 ​,微博视频号,,,,https://weibo.com/1948656940/LkTFVg76f?refer_flag=1001030103_,0,0,0
4749782260384799,2022-03-22 11:30,连云港发布,https://weibo.com/5303188384?refer_flag=1001030103_,【中医药治疗新冠肺炎，如何发挥作用？】数千年来，中医药在与瘟疫进行斗争的过程中，早已形成较为完善的预防和诊疗措施。本次疫情中，不管是在早期武汉新冠肺炎疫情狙击战中，还是目前全国奥密克戎病毒防治经验中，中医药都发挥了不可忽视的积极作用。 ​,微博 weibo.com,,,https://wx3.sinaimg.cn/thumb150/005MTDywgy1h0ifwktzj3j30hs22mwme.jpg https://wx1.sinaimg.cn/thumb150/005MTDywgy1h0ifwj2589j30hs1su7a9.jpg https://wx4.sinaimg.cn/thumb150/005MTDywgy1h0ifwkg68hj30hs29yqag.jpg,https://weibo.com/5303188384/LkT3Y1C6r?refer_flag=1001030103_,0,0,0
4749774718503740,2022-03-22 11:00,武汉机场楚天情,https://weibo.com/2282629480?refer_flag=1001030103_,#乘机小贴士# 武汉机场遵照湖北防疫指挥部发布《新型冠状病毒感染肺炎疫情防控指挥部通告》要求：离汉人员凭健康码绿码安全有序流动。武汉天河机场提醒携带小朋友的旅客注意，小朋友出行也需要申领健康码或到社区（村）开具医学健康证明（加盖公章），您也可以下载“鄂汇办”提前完成健康码绿码的申领，以免耽误您的行程。 收起全文d,微博 weibo.com,,,https://wx4.sinaimg.cn/orj360/880e2968gy1h0ibwc9i3bj20u016gju5.jpg https://wx1.sinaimg.cn/orj360/880e2968gy1h0ibwe4s6wj20z90k0wfz.jpg,https://weibo.com/2282629480/LkSRNzGd6?refer_flag=1001030103_,0,0,0
4749772261163167,2022-03-22 10:50,新浪房产,https://weibo.com/1069205631?refer_flag=1001030103_,【原政协委员、恒泰董事长陷“诈捐”疑云 公司裁员欠薪停工屡遭投诉】#房企老板陷入诈捐疑云#风财讯报道 原恒泰地产员工告诉凤凰网风财讯，公司2020年援助武汉疫情的捐款，至今未披露去向。不少人怀疑，金额达到百万元的疫情捐款，被老板诈捐了。红会、光彩事业会等机构的官网中也未曾查出其该笔捐款记录。（凤凰网房产）O诈捐、诈降、诈穷…地产老板们“装不动”了 收起全文d,小米10 青春版 5G,,,,https://weibo.com/1069205631/LkSNQ4SAL?refer_flag=1001030103_,0,0,0
